day,date,opt_type,contract_symbol,strike,source,entry_frame,entry_price,exit_frame,exit_price,payoff_per_share,contracts,cost_dollars,pnl_dollars,profitable,note
Friday,2026-04-24,C,NVDA260424C00200000,200.0,REAL,3:25–3:31 PM,8.5933,3:31–3:36 PM,8.346,-0.2473,1,859.33,-24.73,False,0DTE (same-day expiry)
Friday,2026-05-01,C,NVDA260501C00202500,202.5,REAL,3:25–3:31 PM,0.01,3:31–3:36 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2026-05-08,C,NVDA260508C00212500,212.5,REAL,3:25–3:31 PM,2.5217,3:31–3:36 PM,2.324,-0.1977,1,252.17,-19.77,False,0DTE (same-day expiry)
Friday,2026-05-15,C,NVDA260515C00227500,227.5,REAL,3:25–3:31 PM,0.315,3:31–3:36 PM,0.35,0.035,4,126.0,14.0,True,0DTE (same-day expiry)
Friday,2026-05-22,C,NVDA260522C00220000,220.0,REAL,3:25–3:31 PM,0.01,3:31–3:36 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2026-05-29,C,NVDA260529C00212500,212.5,REAL,3:25–3:31 PM,4.5133,3:31–3:36 PM,4.526,0.0127,1,451.33,1.27,True,0DTE (same-day expiry)
Friday,2026-06-05,C,NVDA260605C00212500,212.5,REAL,3:25–3:31 PM,0.01,3:31–3:36 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2026-06-12,C,NVDA260612C00205000,205.0,REAL,3:25–3:31 PM,0.2133,3:31–3:36 PM,0.09,-0.1233,5,106.67,-61.67,False,0DTE (same-day expiry)
Friday,2026-06-19,C,,0.0,MISS,3:25–3:31 PM,,3:31–3:36 PM,,,,,,,missing data (entry-day market holiday)
Friday,2026-06-26,C,NVDA260626C00190000,190.0,REAL,3:25–3:31 PM,4.0517,3:31–3:36 PM,4.075,0.0233,1,405.17,2.33,True,0DTE (same-day expiry)
Friday,2026-07-03,C,,0.0,MISS,3:25–3:31 PM,,3:31–3:36 PM,,,,,,,missing data (entry-day market holiday)
Friday,2026-07-10,C,NVDA260710C00202500,202.5,REAL,3:25–3:31 PM,7.485,3:31–3:36 PM,7.42,-0.065,1,748.5,-6.5,False,0DTE (same-day expiry)
Friday,2024-07-19,P,NVDA240719P00120000,120.0,REAL,3:44–3:49 PM,1.95,3:54–4:00 PM,2.06,0.11,1,195.0,11.0,True,0DTE (same-day expiry)
Friday,2024-07-26,P,NVDA240726P00115000,115.0,REAL,3:44–3:49 PM,2.256,3:54–4:00 PM,2.3367,0.0807,1,225.6,8.07,True,0DTE (same-day expiry)
Friday,2024-08-02,P,NVDA240802P00105000,105.0,REAL,3:44–3:49 PM,0.04,3:54–4:00 PM,0.0117,-0.0283,26,104.0,-73.67,False,0DTE (same-day expiry)
Friday,2024-08-09,P,NVDA240809P00105000,105.0,REAL,3:44–3:49 PM,0.18,3:54–4:00 PM,0.4567,0.2767,6,108.0,166.0,True,0DTE (same-day expiry)
Friday,2024-08-16,P,NVDA240816P00120000,120.0,REAL,3:44–3:49 PM,,3:54–4:00 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-08-23,P,NVDA240823P00125000,125.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2024-08-30,P,NVDA240830P00120000,120.0,REAL,3:44–3:49 PM,1.484,3:54–4:00 PM,0.76,-0.724,1,148.4,-72.4,False,0DTE (same-day expiry)
Friday,2024-09-06,P,NVDA240906P00110000,110.0,REAL,3:44–3:49 PM,6.818,3:54–4:00 PM,7.2367,0.4187,1,681.8,41.87,True,0DTE (same-day expiry)
Friday,2024-09-13,P,NVDA240913P00120000,120.0,REAL,3:44–3:49 PM,1.142,3:54–4:00 PM,0.9533,-0.1887,1,114.2,-18.87,False,0DTE (same-day expiry)
Friday,2024-09-20,P,NVDA240920P00115000,115.0,REAL,3:44–3:49 PM,0.02,3:54–4:00 PM,0.0117,-0.0083,50,100.0,-41.67,False,0DTE (same-day expiry)
Friday,2024-09-27,P,NVDA240927P00125000,125.0,REAL,3:44–3:49 PM,4.254,3:54–4:00 PM,3.595,-0.659,1,425.4,-65.9,False,0DTE (same-day expiry)
Friday,2024-10-04,P,NVDA241004P00125000,125.0,REAL,3:44–3:49 PM,0.398,3:54–4:00 PM,0.1233,-0.2747,3,119.4,-82.4,False,0DTE (same-day expiry)
Friday,2024-10-11,P,NVDA241011P00135000,135.0,REAL,3:44–3:49 PM,0.218,3:54–4:00 PM,0.18,-0.038,5,109.0,-19.0,False,0DTE (same-day expiry)
Friday,2024-10-18,P,NVDA241018P00140000,140.0,REAL,3:44–3:49 PM,1.968,3:54–4:00 PM,2.0,0.032,1,196.8,3.2,True,0DTE (same-day expiry)
Friday,2024-10-25,P,NVDA241025P00140000,140.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2024-11-01,P,NVDA241101P00135000,135.0,REAL,3:44–3:49 PM,0.014,3:54–4:00 PM,0.015,0.001,72,100.8,7.2,True,0DTE (same-day expiry)
Friday,2024-11-08,P,NVDA241108P00150000,150.0,REAL,3:44–3:49 PM,2.726,3:54–4:00 PM,2.3683,-0.3577,1,272.6,-35.77,False,0DTE (same-day expiry)
Friday,2024-11-15,P,NVDA241115P00145000,145.0,REAL,3:44–3:49 PM,3.166,3:54–4:00 PM,2.8783,-0.2877,1,316.6,-28.77,False,0DTE (same-day expiry)
Friday,2024-11-22,P,NVDA241122P00145000,145.0,REAL,3:44–3:49 PM,3.248,3:54–4:00 PM,3.065,-0.183,1,324.8,-18.3,False,0DTE (same-day expiry)
Friday,2024-11-29,P,NVDA241129P00135000,135.0,REAL,3:44–3:49 PM,,3:54–4:00 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-12-06,P,NVDA241206P00145000,145.0,REAL,3:44–3:49 PM,3.0275,3:54–4:00 PM,2.672,-0.3555,1,302.75,-35.55,False,0DTE (same-day expiry)
Friday,2024-12-13,P,NVDA241213P00140000,140.0,REAL,3:44–3:49 PM,6.114,3:54–4:00 PM,5.935,-0.179,1,611.4,-17.9,False,0DTE (same-day expiry)
Friday,2024-12-20,P,NVDA241220P00130000,130.0,REAL,3:44–3:49 PM,0.012,3:54–4:00 PM,0.01,-0.002,84,100.8,-16.8,False,0DTE (same-day expiry)
Friday,2024-12-27,P,NVDA241227P00140000,140.0,REAL,3:44–3:49 PM,3.596,3:54–4:00 PM,3.075,-0.521,1,359.6,-52.1,False,0DTE (same-day expiry)
Friday,2025-01-03,P,NVDA250103P00140000,140.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2025-01-10,P,NVDA250110P00135000,135.0,REAL,3:44–3:49 PM,0.032,3:54–4:00 PM,0.02,-0.012,32,102.4,-38.4,False,0DTE (same-day expiry)
Friday,2025-01-17,P,NVDA250117P00135000,135.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2025-01-24,P,NVDA250124P00150000,150.0,REAL,3:44–3:49 PM,7.8,3:54–4:00 PM,7.412,-0.388,1,780.0,-38.8,False,0DTE (same-day expiry)
Friday,2025-01-31,P,NVDA250131P00125000,125.0,REAL,3:44–3:49 PM,5.29,3:54–4:00 PM,4.8917,-0.3983,1,529.0,-39.83,False,0DTE (same-day expiry)
Friday,2025-02-07,P,NVDA250207P00130000,130.0,REAL,3:44–3:49 PM,0.636,3:54–4:00 PM,0.2183,-0.4177,2,127.2,-83.53,False,0DTE (same-day expiry)
Friday,2025-02-14,P,NVDA250214P00135000,135.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2025-02-21,P,NVDA250221P00140000,140.0,REAL,3:44–3:49 PM,5.412,3:54–4:00 PM,5.3633,-0.0487,1,541.2,-4.87,False,0DTE (same-day expiry)
Friday,2025-02-28,P,NVDA250228P00120000,120.0,REAL,3:44–3:49 PM,0.022,3:54–4:00 PM,0.015,-0.007,46,101.2,-32.2,False,0DTE (same-day expiry)
Friday,2025-03-07,P,NVDA250307P00110000,110.0,REAL,3:44–3:49 PM,0.024,3:54–4:00 PM,0.01,-0.014,42,100.8,-58.8,False,0DTE (same-day expiry)
Friday,2025-03-14,P,NVDA250314P00120000,120.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2025-03-21,P,NVDA250321P00115000,115.0,REAL,3:44–3:49 PM,0.018,3:54–4:00 PM,0.01,-0.008,56,100.8,-44.8,False,0DTE (same-day expiry)
Friday,2025-03-28,P,NVDA250328P00110000,110.0,REAL,3:44–3:49 PM,0.448,3:54–4:00 PM,0.3,-0.148,3,134.4,-44.4,False,0DTE (same-day expiry)
Friday,2025-04-04,P,NVDA250404P00100000,100.0,REAL,3:44–3:49 PM,4.314,3:54–4:00 PM,5.1417,0.8277,1,431.4,82.77,True,0DTE (same-day expiry)
Friday,2025-04-11,P,NVDA250411P00110000,110.0,REAL,3:44–3:49 PM,0.15,3:54–4:00 PM,0.04,-0.11,7,105.0,-77.0,False,0DTE (same-day expiry)
Friday,2025-04-18,P,,0.0,MISS,3:44–3:49 PM,,3:54–4:00 PM,,,,,,,missing data (entry-day market holiday)
Friday,2025-04-25,P,NVDA250425P00105000,105.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2025-05-02,P,NVDA250502P00115000,115.0,REAL,3:44–3:49 PM,0.89,3:54–4:00 PM,0.7117,-0.1783,2,178.0,-35.67,False,0DTE (same-day expiry)
Friday,2025-05-09,P,NVDA250509P00120000,120.0,REAL,3:44–3:49 PM,,3:54–4:00 PM,,,,,,,no usable price in entry/exit frame
Friday,2025-05-16,P,NVDA250516P00135000,135.0,REAL,3:44–3:49 PM,0.114,3:54–4:00 PM,0.02,-0.094,9,102.6,-84.6,False,0DTE (same-day expiry)
Friday,2025-05-23,P,NVDA250523P00130000,130.0,REAL,3:44–3:49 PM,0.024,3:54–4:00 PM,0.01,-0.014,42,100.8,-58.8,False,0DTE (same-day expiry)
Friday,2025-05-30,P,NVDA250530P00140000,140.0,REAL,3:44–3:49 PM,4.98,3:54–4:00 PM,4.85,-0.13,1,498.0,-13.0,False,0DTE (same-day expiry)
Friday,2025-06-06,P,NVDA250606P00140000,140.0,REAL,3:44–3:49 PM,0.02,3:54–4:00 PM,0.0133,-0.0067,50,100.0,-33.33,False,0DTE (same-day expiry)
Friday,2025-06-13,P,NVDA250613P00145000,145.0,REAL,3:44–3:49 PM,3.352,3:54–4:00 PM,3.2183,-0.1337,1,335.2,-13.37,False,0DTE (same-day expiry)
Friday,2025-06-20,P,NVDA250620P00145000,145.0,REAL,3:44–3:49 PM,1.412,3:54–4:00 PM,1.2533,-0.1587,1,141.2,-15.87,False,0DTE (same-day expiry)
Friday,2025-06-27,P,NVDA250627P00155000,155.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2025-07-04,P,,0.0,MISS,3:44–3:49 PM,,3:54–4:00 PM,,,,,,,missing data (entry-day market holiday)
Friday,2025-07-11,P,NVDA250711P00165000,165.0,REAL,3:44–3:49 PM,0.09,3:54–4:00 PM,0.0433,-0.0467,12,108.0,-56.0,False,0DTE (same-day expiry)
Friday,2025-07-18,P,NVDA250718P00175000,175.0,REAL,3:44–3:49 PM,2.9825,3:54–4:00 PM,2.684,-0.2985,1,298.25,-29.85,False,0DTE (same-day expiry)
Friday,2025-07-25,P,NVDA250725P00175000,175.0,REAL,3:44–3:49 PM,1.318,3:54–4:00 PM,1.56,0.242,1,131.8,24.2,True,0DTE (same-day expiry)
Friday,2025-08-01,P,NVDA250801P00175000,175.0,REAL,3:44–3:49 PM,1.01,3:54–4:00 PM,1.055,0.045,1,101.0,4.5,True,0DTE (same-day expiry)
Friday,2025-08-08,P,NVDA250808P00180000,180.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2025-08-15,P,NVDA250815P00180000,180.0,REAL,3:44–3:49 PM,0.052,3:54–4:00 PM,0.0167,-0.0353,20,104.0,-70.67,False,0DTE (same-day expiry)
Friday,2025-08-22,P,NVDA250822P00170000,170.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2025-08-29,P,NVDA250829P00180000,180.0,REAL,3:44–3:49 PM,5.59,3:54–4:00 PM,6.15,0.56,1,559.0,56.0,True,0DTE (same-day expiry)
Friday,2025-09-05,P,NVDA250905P00165000,165.0,REAL,3:44–3:49 PM,0.022,3:54–4:00 PM,0.0133,-0.0087,46,101.2,-39.87,False,0DTE (same-day expiry)
Friday,2025-09-12,P,NVDA250912P00180000,180.0,REAL,3:44–3:49 PM,2.4375,3:54–4:00 PM,2.1533,-0.2842,1,243.75,-28.42,False,0DTE (same-day expiry)
Friday,2025-09-19,P,NVDA250919P00175000,175.0,REAL,3:44–3:49 PM,0.026,3:54–4:00 PM,0.0167,-0.0093,39,101.4,-36.4,False,0DTE (same-day expiry)
Friday,2025-09-26,P,NVDA250926P00175000,175.0,REAL,3:44–3:49 PM,0.014,3:54–4:00 PM,0.01,-0.004,72,100.8,-28.8,False,0DTE (same-day expiry)
Friday,2025-10-03,P,NVDA251003P00190000,190.0,REAL,3:44–3:49 PM,2.304,3:54–4:00 PM,2.355,0.051,1,230.4,5.1,True,0DTE (same-day expiry)
Friday,2025-10-10,P,NVDA251010P00195000,195.0,REAL,3:44–3:49 PM,9.81,3:54–4:00 PM,11.455,1.645,1,981.0,164.5,True,0DTE (same-day expiry)
Friday,2025-10-17,P,NVDA251017P00180000,180.0,REAL,3:44–3:49 PM,0.014,3:54–4:00 PM,0.01,-0.004,72,100.8,-28.8,False,0DTE (same-day expiry)
Friday,2025-10-24,P,NVDA251024P00185000,185.0,REAL,3:44–3:49 PM,0.016,3:54–4:00 PM,0.0133,-0.0027,63,100.8,-16.8,False,0DTE (same-day expiry)
Friday,2025-10-31,P,NVDA251031P00207500,207.5,REAL,3:44–3:49 PM,3.5625,3:54–4:00 PM,4.4967,0.9342,1,356.25,93.42,True,0DTE (same-day expiry)
Friday,2025-11-07,P,NVDA251107P00185000,185.0,REAL,3:44–3:49 PM,0.052,3:54–4:00 PM,0.0117,-0.0403,20,104.0,-80.67,False,0DTE (same-day expiry)
Friday,2025-11-14,P,NVDA251114P00180000,180.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.04,0.03,100,100.0,300.0,True,0DTE (same-day expiry)
Friday,2025-11-21,P,NVDA251121P00180000,180.0,REAL,3:44–3:49 PM,0.442,3:54–4:00 PM,1.1367,0.6947,3,132.6,208.4,True,0DTE (same-day expiry)
Friday,2025-11-28,P,NVDA251128P00180000,180.0,REAL,3:44–3:49 PM,,3:54–4:00 PM,,,,,,,no usable price in entry/exit frame
Friday,2025-12-05,P,NVDA251205P00185000,185.0,REAL,3:44–3:49 PM,3.374,3:54–4:00 PM,2.8233,-0.5507,1,337.4,-55.07,False,0DTE (same-day expiry)
Friday,2025-12-12,P,NVDA251212P00180000,180.0,REAL,3:44–3:49 PM,4.584,3:54–4:00 PM,5.05,0.466,1,458.4,46.6,True,0DTE (same-day expiry)
Friday,2025-12-19,P,NVDA251219P00175000,175.0,REAL,3:44–3:49 PM,0.014,3:54–4:00 PM,0.01,-0.004,72,100.8,-28.8,False,0DTE (same-day expiry)
Friday,2025-12-26,P,NVDA251226P00190000,190.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2026-01-02,P,NVDA260102P00190000,190.0,REAL,3:44–3:49 PM,1.34,3:54–4:00 PM,1.395,0.055,1,134.0,5.5,True,0DTE (same-day expiry)
Friday,2026-01-09,P,NVDA260109P00185000,185.0,REAL,3:44–3:49 PM,0.05,3:54–4:00 PM,0.1317,0.0817,20,100.0,163.33,True,0DTE (same-day expiry)
Friday,2026-01-16,P,NVDA260116P00190000,190.0,REAL,3:44–3:49 PM,2.444,3:54–4:00 PM,3.3917,0.9477,1,244.4,94.77,True,0DTE (same-day expiry)
Friday,2026-01-23,P,NVDA260123P00190000,190.0,REAL,3:44–3:49 PM,2.4325,3:54–4:00 PM,2.3367,-0.0958,1,243.25,-9.58,False,0DTE (same-day expiry)
Friday,2026-01-30,P,NVDA260130P00190000,190.0,REAL,3:44–3:49 PM,0.074,3:54–4:00 PM,0.0133,-0.0607,14,103.6,-84.93,False,0DTE (same-day expiry)
Friday,2026-02-06,P,NVDA260206P00175000,175.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.02,0.01,100,100.0,100.0,True,0DTE (same-day expiry)
Friday,2026-02-13,P,NVDA260213P00185000,185.0,REAL,3:44–3:49 PM,2.91,3:54–4:00 PM,2.2017,-0.7083,1,291.0,-70.83,False,0DTE (same-day expiry)
Friday,2026-02-20,P,NVDA260220P00185000,185.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2026-02-27,P,NVDA260227P00180000,180.0,REAL,3:44–3:49 PM,1.976,3:54–4:00 PM,2.9083,0.9323,1,197.6,93.23,True,0DTE (same-day expiry)
Friday,2026-03-06,P,NVDA260306P00180000,180.0,REAL,3:44–3:49 PM,2.184,3:54–4:00 PM,2.12,-0.064,1,218.4,-6.4,False,0DTE (same-day expiry)
Friday,2026-03-13,P,NVDA260313P00185000,185.0,REAL,3:44–3:49 PM,4.562,3:54–4:00 PM,4.8517,0.2897,1,456.2,28.97,True,0DTE (same-day expiry)
Friday,2026-03-20,P,NVDA260320P00175000,175.0,REAL,3:44–3:49 PM,2.188,3:54–4:00 PM,2.2167,0.0287,1,218.8,2.87,True,0DTE (same-day expiry)
Friday,2026-03-27,P,NVDA260327P00170000,170.0,REAL,3:44–3:49 PM,2.712,3:54–4:00 PM,2.4067,-0.3053,1,271.2,-30.53,False,0DTE (same-day expiry)
Friday,2026-04-03,P,,0.0,MISS,3:44–3:49 PM,,3:54–4:00 PM,,,,,,,missing data (entry-day market holiday)
Friday,2026-04-10,P,NVDA260410P00185000,185.0,REAL,3:44–3:49 PM,,3:54–4:00 PM,,,,,,,no usable price in entry/exit frame
Friday,2026-04-17,P,NVDA260417P00200000,200.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2026-04-24,P,NVDA260424P00200000,200.0,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2026-05-01,P,NVDA260501P00202500,202.5,REAL,3:44–3:49 PM,3.005,3:54–4:00 PM,3.712,0.707,1,300.5,70.7,True,0DTE (same-day expiry)
Friday,2026-05-08,P,NVDA260508P00212500,212.5,REAL,3:44–3:49 PM,0.016,3:54–4:00 PM,0.01,-0.006,63,100.8,-37.8,False,0DTE (same-day expiry)
Friday,2026-05-15,P,NVDA260515P00227500,227.5,REAL,3:44–3:49 PM,0.826,3:54–4:00 PM,2.2183,1.3923,2,165.2,278.47,True,0DTE (same-day expiry)
Friday,2026-05-22,P,NVDA260522P00220000,220.0,REAL,3:44–3:49 PM,4.594,3:54–4:00 PM,4.615,0.021,1,459.4,2.1,True,0DTE (same-day expiry)
Friday,2026-05-29,P,NVDA260529P00212500,212.5,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.67,0.66,101,101.0,6666.0,True,0DTE (same-day expiry)
Friday,2026-06-05,P,NVDA260605P00212500,212.5,REAL,3:44–3:49 PM,6.354,3:54–4:00 PM,6.64,0.286,1,635.4,28.6,True,0DTE (same-day expiry)
Friday,2026-06-12,P,NVDA260612P00205000,205.0,REAL,3:44–3:49 PM,0.802,3:54–4:00 PM,0.155,-0.647,2,160.4,-129.4,False,0DTE (same-day expiry)
Friday,2026-06-19,P,,0.0,MISS,3:44–3:49 PM,,3:54–4:00 PM,,,,,,,missing data (entry-day market holiday)
Friday,2026-06-26,P,NVDA260626P00190000,190.0,REAL,3:44–3:49 PM,0.0125,3:54–4:00 PM,0.01,-0.0025,80,100.0,-20.0,False,0DTE (same-day expiry)
Friday,2026-07-03,P,,0.0,MISS,3:44–3:49 PM,,3:54–4:00 PM,,,,,,,missing data (entry-day market holiday)
Friday,2026-07-10,P,NVDA260710P00202500,202.5,REAL,3:44–3:49 PM,0.01,3:54–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2024-07-19,C,ORCL240719C00140000,140.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-07-26,C,ORCL240726C00140000,140.0,REAL,11:52–11:57 AM,0.14,3:10–3:15 PM,0.02,-0.12,8,112.0,-96.0,False,0DTE (same-day expiry)
Friday,2024-08-02,C,ORCL240802C00135000,135.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-08-09,C,ORCL240809C00130000,130.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-08-16,C,ORCL240816C00135000,135.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-08-23,C,ORCL240823C00140000,140.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-08-30,C,ORCL240830C00140000,140.0,REAL,11:52–11:57 AM,0.6,3:10–3:15 PM,0.49,-0.11,2,120.0,-22.0,False,0DTE (same-day expiry)
Friday,2024-09-06,C,ORCL240906C00145000,145.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-09-13,C,ORCL240913C00175000,175.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-09-20,C,ORCL240920C00170000,170.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-09-27,C,ORCL240927C00170000,170.0,REAL,11:52–11:57 AM,0.015,3:10–3:15 PM,0.01,-0.005,67,100.5,-33.5,False,0DTE (same-day expiry)
Friday,2024-10-04,C,ORCL241004C00170000,170.0,REAL,11:52–11:57 AM,0.245,3:10–3:15 PM,0.385,0.14,5,122.5,70.0,True,0DTE (same-day expiry)
Friday,2024-10-11,C,ORCL241011C00175000,175.0,REAL,11:52–11:57 AM,0.69,3:10–3:15 PM,0.86,0.17,2,138.0,34.0,True,0DTE (same-day expiry)
Friday,2024-10-18,C,ORCL241018C00175000,175.0,REAL,11:52–11:57 AM,1.5433,3:10–3:15 PM,0.24,-1.3033,1,154.33,-130.33,False,0DTE (same-day expiry)
Friday,2024-10-25,C,ORCL241025C00175000,175.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-11-01,C,ORCL241101C00170000,170.0,REAL,11:52–11:57 AM,1.67,3:10–3:15 PM,0.93,-0.74,1,167.0,-74.0,False,0DTE (same-day expiry)
Friday,2024-11-08,C,ORCL241108C00185000,185.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-11-15,C,ORCL241115C00185000,185.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-11-22,C,ORCL241122C00195000,195.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-11-29,C,ORCL241129C00185000,185.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-12-06,C,ORCL241206C00185000,185.0,REAL,11:52–11:57 AM,5.99,3:10–3:15 PM,6.9,0.91,1,599.0,91.0,True,0DTE (same-day expiry)
Friday,2024-12-13,C,ORCL241213C00175000,175.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-12-20,C,ORCL241220C00170000,170.0,REAL,11:52–11:57 AM,0.58,3:10–3:15 PM,0.28,-0.3,2,116.0,-60.0,False,0DTE (same-day expiry)
Friday,2024-12-27,C,ORCL241227C00170000,170.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2025-01-03,C,ORCL250103C00165000,165.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2025-01-10,C,ORCL250110C00160000,160.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2025-01-17,C,ORCL250117C00160000,160.0,REAL,11:52–11:57 AM,2.095,3:10–3:15 PM,1.175,-0.92,1,209.5,-92.0,False,0DTE (same-day expiry)
Friday,2025-01-24,C,ORCL250124C00190000,190.0,REAL,11:52–11:57 AM,0.0267,3:10–3:15 PM,0.01,-0.0167,38,101.33,-63.33,False,0DTE (same-day expiry)
Friday,2025-01-31,C,ORCL250131C00170000,170.0,REAL,11:52–11:57 AM,2.4733,3:10–3:15 PM,0.1633,-2.31,1,247.33,-231.0,False,0DTE (same-day expiry)
Friday,2025-02-07,C,ORCL250207C00175000,175.0,REAL,11:52–11:57 AM,0.31,3:10–3:15 PM,0.0425,-0.2675,4,124.0,-107.0,False,0DTE (same-day expiry)
Friday,2025-02-14,C,ORCL250214C00175000,175.0,REAL,11:52–11:57 AM,0.11,3:10–3:15 PM,0.01,-0.1,10,110.0,-100.0,False,0DTE (same-day expiry)
Friday,2025-02-21,C,ORCL250221C00175000,175.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2025-02-28,C,ORCL250228C00160000,160.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2025-03-07,C,ORCL250307C00155000,155.0,REAL,11:52–11:57 AM,0.02,3:10–3:15 PM,1.456,1.436,51,102.0,7323.6,True,0DTE (same-day expiry)
Friday,2025-03-14,C,ORCL250314C00150000,150.0,REAL,11:52–11:57 AM,0.695,3:10–3:15 PM,0.15,-0.545,2,139.0,-109.0,False,0DTE (same-day expiry)
Friday,2025-03-21,C,ORCL250321C00150000,150.0,REAL,11:52–11:57 AM,2.045,3:10–3:15 PM,3.25,1.205,1,204.5,120.5,True,0DTE (same-day expiry)
Friday,2025-03-28,C,ORCL250328C00145000,145.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2025-04-04,C,ORCL250404C00130000,130.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2025-04-11,C,ORCL250411C00135000,135.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2025-04-18,C,,0.0,MISS,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,missing data (entry-day market holiday)
Friday,2025-04-25,C,ORCL250425C00135000,135.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
Friday,2025-05-02,C,ORCL250502C00150000,150.0,REAL,11:52–11:57 AM,,3:10–3:15 PM,,,,,,,no usable price in entry/exit frame
